order_id,restaurant_type,order_size,distance_km,traffic_level,weather,prep_time_min,delivery_time_min
1373,Street Food,6,13.05,Medium,Rainy,8,82.7
1374,Fine Dining,6,2.69,Medium,Clear,8,51.9
1375,Street Food,7,0.69,Low,Clear,7,26.8
1376,Casual Dining,2,2.09,High,Clear,6,46.6
1377,Fine Dining,5,5.77,Low,Clear,33,70.6
1378,Casual Dining,3,8.91,Medium,Rainy,32,88.5
1379,Fast Food,4,3.3,Medium,Stormy,16,65.2
1380,Casual Dining,1,12.13,High,Clear,19,83.0
1381,Fast Food,4,11.42,Medium,Clear,35,86.8
1382,Fast Food,4,10.59,Low,Clear,36,84.0
1383,Casual Dining,3,7.57,Medium,Rainy,26,74.0
1384,Fine Dining,5,5.8,Low,Clear,7,47.0
1385,Street Food,3,5.95,Low,Snowy,21,76.1
1386,Street Food,1,7.79,Low,Clear,33,71.5
1387,Fast Food,7,1.62,High,Snowy,16,79.2
1388,Fast Food,3,10.39,High,Clear,18,71.4
1389,Fine Dining,2,5.6,Low,Clear,12,52.0
1390,Cafe,4,3.76,Medium,Clear,6,46.1
1391,Casual Dining,5,4.54,Low,Clear,38,73.5
1392,Fast Food,6,3.11,Low,Clear,28,68.2
1393,Street Food,1,13.57,Low,Stormy,24,99.6
1394,Fine Dining,6,2.95,Medium,Clear,14,43.1
1395,Casual Dining,4,13.3,High,Clear,11,94.5
1396,Fine Dining,3,8.8,Low,Clear,5,55.1
1397,Casual Dining,6,13.08,Low,Clear,14,77.7
1398,Casual Dining,2,7.37,Low,Clear,9,53.2
1399,Fast Food,3,13.95,High,Snowy,25,118.1
1400,Fine Dining,4,3.57,Low,Clear,13,44.2
1401,Fine Dining,6,8.54,Medium,Clear,33,93.2
1402,Street Food,7,2.32,High,Clear,35,72.0
1403,Street Food,1,6.98,Low,Rainy,31,66.5
1404,Fast Food,6,8.76,Medium,Clear,10,55.7
1405,Fast Food,7,9.28,Low,Rainy,35,82.6
1406,Cafe,7,5.8,High,Clear,6,69.9
1407,Street Food,6,1.61,Low,Clear,25,50.2
1408,Casual Dining,5,10.0,High,Clear,38,90.6
1409,Fine Dining,6,7.58,High,Clear,26,87.3
1410,Fast Food,4,2.48,Medium,Clear,17,60.0
1411,Fine Dining,7,14.07,Medium,Clear,23,90.5
1412,Fine Dining,1,14.36,Medium,Clear,37,106.2
1413,Cafe,4,12.92,Low,Rainy,7,64.1
1414,Street Food,2,12.74,Low,Clear,23,85.6
1415,Fast Food,3,1.93,Low,Clear,11,36.8
1416,Fine Dining,6,14.9,Medium,Clear,19,91.6
1417,Fast Food,5,6.31,High,Clear,29,80.7
1418,Casual Dining,1,2.87,High,Clear,26,69.9
1419,Cafe,5,12.28,Medium,Clear,27,85.3
1420,Casual Dining,5,3.77,Medium,Clear,14,49.9
1421,Fast Food,5,8.13,High,Clear,11,66.0
1422,Fast Food,6,2.36,High,Clear,29,60.1
1423,Street Food,1,7.38,Medium,Clear,28,67.7
1424,Fine Dining,1,8.59,Low,Snowy,9,63.0
1425,Fine Dining,7,6.97,Medium,Clear,25,85.7
1426,Casual Dining,5,1.51,Medium,Rainy,24,52.1
1427,Cafe,7,7.53,Medium,Rainy,33,89.6
1428,Fine Dining,7,7.3,High,Rainy,24,93.4
1429,Street Food,3,4.29,High,Rainy,22,78.2
1430,Casual Dining,6,13.86,Low,Clear,8,74.6
1431,Casual Dining,6,6.56,Low,Clear,15,56.8
1432,Street Food,4,13.03,Low,Stormy,26,96.6
1433,Cafe,7,2.09,Low,Clear,18,51.1
1434,Street Food,6,5.12,Low,Clear,32,75.4
1435,Cafe,5,3.06,High,Clear,8,52.2
1436,Street Food,2,6.42,Medium,Clear,20,73.5
1437,Street Food,5,2.12,Medium,Stormy,27,71.9
1438,Fast Food,1,6.9,Low,Clear,17,52.0
1439,Casual Dining,6,5.63,Medium,Rainy,24,73.0
1440,Street Food,6,3.74,High,Clear,9,51.0
1441,Street Food,4,9.81,Medium,Clear,23,62.8
1442,Fine Dining,7,14.29,Low,Clear,25,93.2
1443,Casual Dining,2,3.5,High,Clear,9,48.5
1444,Fine Dining,6,10.82,Low,Clear,18,68.9
1445,Casual Dining,4,11.26,Medium,Clear,10,57.6
1446,Fine Dining,4,7.72,Low,Clear,9,43.9
1447,Street Food,2,13.52,Medium,Rainy,28,96.3
1448,Street Food,5,14.51,Low,Clear,33,98.4
1449,Fast Food,5,5.75,Medium,Clear,33,79.5
1450,Fine Dining,5,9.94,Medium,Rainy,6,75.6
1451,Cafe,3,10.1,Low,Clear,10,52.9
1452,Fast Food,7,6.35,High,Clear,38,90.3
1453,Fine Dining,7,5.09,Low,Stormy,16,68.5
1454,Fine Dining,5,14.04,High,Rainy,26,97.5
1455,Fast Food,2,11.95,Low,Rainy,8,54.2
1456,Street Food,3,2.16,Medium,Clear,10,36.4
1457,Fine Dining,7,2.24,Medium,Snowy,7,62.3
1458,Street Food,5,13.88,Low,Clear,17,76.6
1459,Fast Food,3,1.68,Low,Snowy,27,68.3
1460,Street Food,2,10.48,Medium,Stormy,39,102.2
1461,Casual Dining,5,3.79,High,Clear,30,80.3
1462,Cafe,1,1.01,High,Clear,13,40.1
1463,Fine Dining,6,1.36,Low,Rainy,27,59.1
1464,Cafe,2,5.92,Low,Clear,8,32.2
1465,Street Food,4,1.63,Medium,Clear,38,55.7
1466,Fine Dining,4,9.15,Medium,Stormy,12,62.1
1467,Street Food,2,9.89,High,Clear,38,106.6
1468,Casual Dining,4,5.92,Low,Stormy,10,60.1
1469,Fast Food,7,11.27,Medium,Rainy,11,74.7
1470,Fine Dining,2,7.61,Medium,Rainy,9,56.2
1471,Casual Dining,1,6.74,Low,Clear,7,43.3
1472,Casual Dining,2,6.4,Medium,Clear,21,76.6
1473,Fine Dining,5,6.75,Low,Stormy,23,79.2
1474,Street Food,5,14.53,Medium,Clear,5,77.2
1475,Casual Dining,3,10.38,Medium,Rainy,13,62.1
1476,Cafe,4,5.07,Low,Rainy,8,55.0
1477,Casual Dining,6,11.14,Low,Clear,14,62.5
1478,Street Food,4,5.29,High,Rainy,36,82.5
1479,Street Food,7,2.32,High,Clear,5,41.6
1480,Cafe,2,7.39,High,Clear,27,81.7
1481,Casual Dining,6,11.39,High,Clear,21,81.1
1482,Street Food,6,5.98,Low,Rainy,34,76.3
1483,Fine Dining,4,13.1,Low,Stormy,31,96.6
1484,Fast Food,6,6.11,Low,Clear,19,64.2
1485,Fast Food,6,5.57,High,Clear,11,64.1
1486,Fast Food,5,14.97,Medium,Clear,37,108.9
1487,Casual Dining,1,7.5,Medium,Clear,9,53.1
1488,Cafe,2,12.18,High,Clear,38,97.6
1489,Street Food,4,12.17,Medium,Stormy,7,79.9
1490,Fine Dining,5,13.93,Low,Snowy,36,122.3
1491,Fine Dining,7,1.73,Low,Clear,6,36.0
1492,Casual Dining,7,4.43,Low,Rainy,20,63.9
1493,Fast Food,3,11.63,Low,Rainy,21,77.8
1494,Casual Dining,6,8.66,Low,Snowy,16,70.8
1495,Cafe,6,8.61,Medium,Clear,9,55.7
1496,Cafe,4,2.91,Low,Rainy,8,37.4
1497,Street Food,1,4.58,Medium,Stormy,20,55.5
1498,Street Food,1,8.06,Medium,Stormy,22,81.4
1499,Cafe,4,4.52,High,Clear,24,74.1
1500,Cafe,4,3.55,Medium,Clear,13,41.7
1501,Cafe,5,1.77,High,Rainy,20,55.2
1502,Casual Dining,7,2.76,Low,Clear,39,57.7
1503,Cafe,4,11.65,Low,Clear,33,95.3
1504,Fine Dining,7,10.92,Medium,Clear,34,84.5
1505,Fast Food,3,1.16,Low,Clear,24,54.2
1506,Cafe,7,3.45,Medium,Clear,26,64.1
1507,Fast Food,5,8.63,Low,Clear,27,50.7
1508,Casual Dining,6,5.18,Medium,Clear,26,64.0
1509,Fast Food,6,12.44,High,Clear,5,66.3
1510,Casual Dining,7,11.88,Low,Clear,25,81.9
1511,Fine Dining,6,13.43,High,Rainy,23,100.8
1512,Casual Dining,6,8.66,Low,Clear,12,59.6
1513,Casual Dining,2,5.61,Low,Rainy,9,43.6
1514,Street Food,3,9.29,Medium,Clear,33,92.4
1515,Cafe,5,1.79,High,Rainy,22,58.1
1516,Cafe,5,0.64,Medium,Snowy,33,79.0
1517,Fine Dining,6,0.75,Medium,Clear,19,43.1
1518,Fine Dining,1,6.41,Low,Clear,35,69.0
1519,Cafe,5,3.81,Low,Rainy,19,46.1
1520,Street Food,3,2.78,Low,Rainy,7,36.3
1521,Cafe,4,9.42,Low,Clear,37,74.0
1522,Street Food,3,14.93,High,Stormy,28,112.4
1523,Fine Dining,6,3.08,High,Clear,28,72.3
1524,Fast Food,6,8.42,Low,Rainy,17,67.4
1525,Fine Dining,2,2.24,Medium,Clear,31,50.4
1526,Fine Dining,7,14.05,Medium,Clear,37,109.1
1527,Casual Dining,5,4.73,Low,Clear,23,52.8
1528,Casual Dining,7,13.24,Low,Clear,29,84.9
1529,Casual Dining,7,4.6,Medium,Snowy,10,73.9
1530,Casual Dining,5,12.19,Medium,Rainy,37,101.1
1531,Street Food,5,3.54,Low,Rainy,29,63.6
1532,Cafe,6,4.75,High,Snowy,27,93.9
1533,Fast Food,5,3.29,Medium,Clear,21,55.3
1534,Fine Dining,1,4.33,Low,Clear,25,55.4
1535,Street Food,1,12.61,Low,Stormy,24,77.1
1536,Fast Food,4,9.77,Medium,Clear,16,60.9
1537,Street Food,5,6.39,Medium,Rainy,17,69.2
1538,Street Food,2,14.59,Medium,Clear,22,89.1
1539,Fine Dining,4,7.24,Low,Rainy,26,53.7
1540,Cafe,6,14.56,Low,Clear,28,83.1
1541,Casual Dining,5,3.35,Low,Rainy,37,81.1
1542,Cafe,1,13.62,Low,Snowy,7,74.1
1543,Fine Dining,2,0.7,Medium,Rainy,21,47.8
1544,Fine Dining,4,8.41,Low,Clear,36,77.5
1545,Fine Dining,2,6.63,Low,Clear,21,54.9
1546,Fast Food,5,8.11,Low,Clear,29,83.0
1547,Cafe,3,8.52,Medium,Rainy,12,67.6
1548,Cafe,2,6.14,Medium,Clear,39,82.5
1549,Street Food,2,14.97,High,Snowy,33,123.8
1550,Street Food,6,14.66,High,Rainy,16,95.1
1551,Street Food,1,14.45,Medium,Snowy,13,93.7
1552,Fine Dining,5,14.7,Low,Clear,30,100.1
1553,Cafe,2,12.0,Medium,Stormy,26,83.6
1554,Fine Dining,5,14.83,Low,Rainy,35,106.8
1555,Fast Food,1,13.44,Medium,Rainy,34,99.9
1556,Street Food,6,6.53,Medium,Clear,19,61.3
1557,Fine Dining,5,11.88,Medium,Clear,37,96.2
1558,Fine Dining,7,13.72,Low,Clear,7,66.9
1559,Fast Food,1,10.83,High,Clear,38,104.8
1560,Casual Dining,1,6.63,Medium,Clear,21,64.4
1561,Cafe,4,1.45,Medium,Stormy,9,54.1
1562,Casual Dining,6,12.24,Low,Clear,34,94.6
1563,Street Food,6,14.31,Low,Clear,19,69.3
1564,Fine Dining,7,5.76,Low,Clear,12,43.5
1565,Fast Food,5,2.7,Low,Stormy,32,68.7
1566,Fast Food,3,5.23,Medium,Clear,25,56.2
1567,Cafe,7,8.95,High,Clear,14,75.0
1568,Casual Dining,4,5.1,Low,Clear,32,65.6
1569,Cafe,6,9.35,Medium,Rainy,25,74.0
1570,Fine Dining,1,14.52,Low,Clear,32,82.3
1571,Cafe,6,10.23,Low,Clear,26,84.6
1572,Fast Food,7,5.76,High,Clear,23,70.0
1573,Fast Food,3,14.07,Medium,Clear,28,92.6
1574,Street Food,2,8.7,Medium,Clear,32,63.4
1575,Street Food,2,2.36,Low,Rainy,17,53.5
1576,Fine Dining,6,7.74,Low,Rainy,13,59.5
1577,Casual Dining,6,9.98,Low,Clear,13,59.5
1578,Cafe,4,12.65,Low,Clear,25,82.0
1579,Fine Dining,6,14.08,Low,Clear,28,89.3
1580,Street Food,3,5.1,Medium,Clear,35,69.3
1581,Cafe,6,2.75,Low,Clear,33,71.6
1582,Street Food,5,1.57,Low,Rainy,14,56.2
1583,Cafe,7,11.21,Medium,Clear,8,76.8
1584,Casual Dining,3,12.03,High,Rainy,7,83.2
1585,Fine Dining,4,6.44,High,Clear,17,68.8
1586,Cafe,5,6.24,High,Clear,25,77.3
1587,Fast Food,5,14.34,Low,Clear,12,72.5
1588,Fast Food,7,13.79,Low,Clear,13,75.7
1589,Cafe,2,3.88,High,Stormy,5,53.7
1590,Cafe,3,11.82,High,Rainy,18,90.6
1591,Cafe,7,9.53,Medium,Clear,16,63.3
1592,Fast Food,5,2.74,Low,Rainy,26,62.5
1593,Fast Food,4,5.67,Low,Clear,20,60.1
1594,Cafe,7,3.07,High,Rainy,15,66.4
1595,Street Food,2,4.78,Low,Stormy,7,41.4
1596,Street Food,5,9.42,Medium,Rainy,38,93.3
1597,Casual Dining,7,5.94,High,Clear,29,81.3
1598,Fine Dining,3,6.21,Medium,Rainy,30,72.9
1599,Street Food,2,8.32,Low,Stormy,7,56.5
1600,Fast Food,3,1.76,Low,Clear,24,39.6
1601,Street Food,3,11.21,Low,Clear,35,78.4
1602,Casual Dining,3,6.32,Medium,Clear,5,41.8
1603,Casual Dining,7,7.47,Medium,Clear,30,82.5
1604,Fine Dining,2,14.63,Low,Clear,29,82.9
1605,Street Food,7,5.49,Low,Clear,15,63.9
1606,Fast Food,7,9.9,Low,Clear,20,80.7
1607,Fast Food,7,6.19,High,Clear,24,83.8
1608,Cafe,5,13.47,High,Rainy,6,92.2
1609,Fast Food,6,12.78,Low,Clear,33,95.3
1610,Fine Dining,1,4.0,High,Snowy,11,66.3
1611,Fine Dining,5,10.53,Medium,Clear,29,96.0
1612,Fast Food,2,1.44,Medium,Rainy,8,33.0
1613,Fast Food,1,14.47,Medium,Clear,38,104.4
1614,Cafe,1,5.56,Medium,Clear,29,67.3
1615,Fast Food,1,12.56,Low,Clear,12,74.5
1616,Cafe,6,5.12,Medium,Rainy,36,75.1
1617,Cafe,7,9.68,High,Rainy,22,91.9
1618,Fast Food,4,14.76,Low,Rainy,15,83.0
1619,Casual Dining,2,13.21,Low,Clear,14,71.8
1620,Casual Dining,6,2.83,Low,Clear,10,31.2
1621,Cafe,6,8.44,Low,Clear,20,68.7
1622,Fast Food,4,5.55,Low,Clear,29,55.0
1623,Casual Dining,1,6.8,Medium,Clear,38,71.3
1624,Fast Food,7,5.36,Low,Clear,35,72.0
1625,Fast Food,4,5.37,Low,Clear,12,37.4
1626,Fast Food,4,8.37,High,Clear,21,74.9
1627,Street Food,6,3.28,Medium,Clear,18,55.7
1628,Fast Food,2,8.29,Low,Rainy,34,77.5
1629,Street Food,3,4.54,Low,Clear,22,54.1
1630,Cafe,7,4.69,Medium,Snowy,25,80.0
1631,Casual Dining,4,11.21,Medium,Clear,35,85.1
1632,Casual Dining,7,0.93,Low,Clear,37,44.9
1633,Casual Dining,4,6.02,High,Rainy,27,90.9
1634,Casual Dining,1,6.41,Medium,Stormy,9,56.2
1635,Casual Dining,7,7.53,High,Rainy,19,77.5
1636,Casual Dining,1,10.2,Low,Rainy,34,81.4
1637,Casual Dining,6,5.86,Low,Rainy,20,72.5
1638,Cafe,1,3.59,Low,Rainy,33,58.8
1639,Fast Food,7,13.33,Low,Rainy,32,106.2
1640,Fine Dining,5,14.73,Low,Stormy,10,68.6
1641,Street Food,7,0.79,Low,Clear,9,32.0
1642,Fine Dining,4,8.42,Medium,Stormy,29,81.2
1643,Fine Dining,1,5.45,Low,Clear,32,46.4
1644,Fast Food,2,4.52,Low,Stormy,5,50.2
1645,Fast Food,5,5.37,High,Clear,18,62.0
1646,Fast Food,6,9.76,Low,Clear,23,76.4
1647,Casual Dining,3,3.27,Medium,Stormy,35,85.0
1648,Cafe,4,13.74,Medium,Clear,19,79.6
1649,Casual Dining,4,7.26,High,Rainy,23,80.8
1650,Cafe,2,5.22,High,Clear,36,74.6
1651,Cafe,3,11.6,Medium,Clear,35,92.5
1652,Fine Dining,3,0.74,High,Stormy,30,77.0
1653,Fine Dining,6,6.76,Medium,Clear,29,77.6
1654,Cafe,6,5.65,Medium,Rainy,12,56.6
1655,Cafe,5,5.4,Low,Clear,8,38.5
1656,Casual Dining,4,5.39,Medium,Rainy,35,72.2
1657,Casual Dining,1,0.95,Medium,Rainy,36,62.3
1658,Fine Dining,6,2.71,Medium,Rainy,38,80.8
1659,Fast Food,2,2.56,Medium,Stormy,7,48.0
1660,Cafe,2,14.83,Low,Clear,30,86.5
1661,Casual Dining,2,0.82,Low,Rainy,8,34.4
1662,Fine Dining,7,2.92,Medium,Rainy,6,57.5
1663,Casual Dining,6,14.63,Low,Clear,23,72.0
1664,Cafe,6,9.61,Low,Clear,27,84.9
1665,Cafe,2,7.03,Medium,Rainy,29,75.8
1666,Street Food,6,1.64,High,Rainy,11,64.8
1667,Fast Food,7,10.21,Low,Clear,12,64.4
1668,Street Food,1,2.5,Medium,Clear,7,34.0
1669,Fine Dining,1,10.23,Low,Clear,27,73.5
1670,Casual Dining,5,14.7,Low,Clear,37,108.6
1671,Fine Dining,4,8.21,Low,Clear,32,79.8
1672,Cafe,1,3.6,Medium,Clear,26,49.7
1673,Street Food,5,9.57,Medium,Clear,39,92.9
1674,Street Food,3,7.94,Low,Stormy,38,90.6
1675,Street Food,4,8.23,Medium,Rainy,34,89.8
1676,Fine Dining,1,7.43,Medium,Clear,18,41.2
1677,Cafe,7,10.27,Low,Clear,13,57.3
1678,Casual Dining,3,8.79,Medium,Rainy,26,84.5
1679,Casual Dining,5,14.81,Low,Rainy,32,90.2
1680,Fine Dining,1,12.48,Low,Rainy,18,79.8
1681,Street Food,1,4.34,Medium,Rainy,19,53.3
1682,Fast Food,6,11.02,Medium,Clear,28,79.9
1683,Fine Dining,3,3.61,High,Clear,38,74.1
1684,Fine Dining,1,11.84,Low,Rainy,7,64.1
1685,Cafe,2,2.64,Low,Clear,27,62.3
1686,Casual Dining,7,7.37,High,Clear,24,75.8
1687,Fine Dining,6,11.96,Low,Clear,19,80.6
1688,Fine Dining,6,4.56,Medium,Clear,20,58.4
1689,Street Food,1,12.64,High,Clear,11,76.2
1690,Street Food,7,9.84,Medium,Clear,37,92.2
1691,Fast Food,6,6.26,Low,Clear,23,71.8
1692,Cafe,4,6.64,High,Clear,22,76.5
1693,Fast Food,3,13.93,Medium,Snowy,22,104.9
1694,Street Food,4,3.66,Medium,Rainy,7,37.7
1695,Casual Dining,5,10.55,Medium,Rainy,7,69.8
1696,Street Food,4,10.76,Low,Clear,20,66.4
1697,Cafe,7,13.88,Low,Clear,27,79.5
1698,Street Food,2,10.84,High,Clear,27,85.5
1699,Cafe,6,8.97,Low,Clear,19,68.4
1700,Cafe,7,13.59,Medium,Clear,13,74.0
1701,Cafe,6,12.52,Medium,Clear,22,90.2
1702,Cafe,2,10.89,Low,Clear,10,51.7
1703,Cafe,6,0.97,Medium,Stormy,10,58.6
1704,Casual Dining,4,5.92,High,Rainy,25,77.3
1705,Fast Food,5,9.66,Low,Clear,34,90.7
1706,Fine Dining,1,8.07,Medium,Rainy,32,77.3
1707,Fast Food,2,5.13,Medium,Clear,24,61.2
1708,Cafe,4,2.59,Medium,Rainy,23,64.3
1709,Casual Dining,7,8.52,Low,Clear,18,63.0
1710,Street Food,4,4.65,Medium,Clear,5,38.7
1711,Casual Dining,4,3.88,High,Rainy,31,79.1
1712,Cafe,1,6.28,Low,Clear,36,66.2
1713,Casual Dining,3,11.89,Medium,Snowy,33,116.4
1714,Casual Dining,6,7.57,High,Clear,35,90.0
1715,Cafe,6,3.64,Medium,Rainy,29,74.9
1716,Casual Dining,7,2.2,Medium,Clear,11,35.2
1717,Fine Dining,5,7.74,High,Clear,20,82.5
1718,Fine Dining,7,12.02,Low,Rainy,15,67.5
1719,Casual Dining,3,9.97,Medium,Rainy,22,85.0
1720,Street Food,6,3.87,Medium,Rainy,9,59.7
1721,Cafe,5,6.83,Low,Clear,6,42.7
1722,Fine Dining,7,12.9,Medium,Clear,14,82.8
1723,Street Food,5,3.08,Low,Clear,30,58.8
1724,Casual Dining,4,8.22,Low,Clear,28,59.0
1725,Street Food,2,5.67,Low,Rainy,30,64.0
1726,Fast Food,4,2.3,Low,Clear,20,42.7
1727,Fine Dining,1,1.22,Low,Rainy,29,55.5
1728,Casual Dining,6,8.56,High,Clear,10,69.2
1729,Cafe,5,0.8,Low,Clear,16,49.9
1730,Casual Dining,7,2.0,Medium,Clear,13,48.9
1731,Cafe,2,5.54,Medium,Clear,12,49.4
1732,Casual Dining,7,1.13,Low,Clear,35,70.6
1733,Street Food,6,6.31,High,Clear,36,105.4
1734,Street Food,5,2.39,High,Rainy,11,57.4
1735,Street Food,5,5.57,Low,Stormy,36,75.1
1736,Fast Food,4,11.97,High,Rainy,29,94.2
1737,Cafe,2,9.58,Medium,Clear,37,80.8
1738,Street Food,2,6.96,Low,Clear,32,62.0
1739,Fast Food,6,1.83,Medium,Clear,15,33.6
1740,Cafe,5,9.48,Medium,Clear,35,85.8
1741,Casual Dining,2,2.87,Medium,Clear,14,35.0
1742,Fast Food,2,1.61,Medium,Snowy,6,50.0
1743,Fine Dining,7,10.13,Low,Clear,8,55.5
1744,Fast Food,6,13.72,High,Clear,26,99.7
1745,Fast Food,4,7.18,High,Stormy,32,106.9
1746,Cafe,7,1.09,Medium,Clear,14,50.0
1747,Casual Dining,7,13.26,Low,Rainy,6,77.7
1748,Fine Dining,3,1.47,Medium,Rainy,35,50.9
1749,Street Food,1,13.08,Medium,Clear,27,82.5
1750,Street Food,3,6.18,High,Rainy,20,72.7
1751,Fast Food,2,5.8,High,Clear,13,54.5
1752,Cafe,5,8.37,High,Rainy,10,76.4
1753,Cafe,1,14.38,Medium,Clear,29,81.0
1754,Street Food,1,13.53,High,Clear,8,77.8
1755,Fine Dining,5,7.32,Low,Rainy,16,67.6
1756,Casual Dining,1,10.59,Low,Clear,28,71.8
1757,Fine Dining,5,8.92,Low,Rainy,31,86.2
1758,Casual Dining,1,10.56,High,Clear,7,58.9
1759,Street Food,7,12.53,High,Rainy,16,82.2
1760,Casual Dining,6,1.0,Low,Clear,34,52.3
1761,Cafe,6,5.22,Low,Stormy,16,63.4
1762,Fast Food,3,14.41,High,Clear,26,108.4
1763,Fast Food,7,14.27,Medium,Clear,19,91.7
1764,Street Food,1,0.66,Medium,Rainy,32,68.4
1765,Cafe,4,3.42,Medium,Stormy,21,74.9
1766,Fine Dining,5,14.91,Medium,Stormy,29,118.7
1767,Cafe,7,7.65,High,Clear,7,72.5
1768,Fast Food,1,8.81,Low,Rainy,35,75.6
1769,Fast Food,6,2.91,Low,Clear,19,37.4
1770,Cafe,6,13.47,Low,Rainy,32,98.1
1771,Cafe,5,3.85,Low,Clear,35,77.2
1772,Fast Food,4,3.25,Medium,Clear,24,62.2
1773,Fine Dining,1,3.81,High,Stormy,25,83.4
1774,Street Food,1,13.83,Medium,Stormy,31,92.7
1775,Street Food,4,10.69,High,Rainy,23,83.6
1776,Cafe,4,11.64,High,Rainy,16,84.1
1777,Street Food,4,5.97,Medium,Rainy,39,87.1
1778,Fast Food,6,13.68,Medium,Clear,37,104.8
1779,Fast Food,5,11.95,Medium,Rainy,27,96.6
1780,Cafe,7,11.38,Low,Rainy,17,77.6
1781,Cafe,4,14.58,Medium,Clear,34,111.5
1782,Cafe,5,5.81,Medium,Rainy,14,59.2
1783,Fine Dining,3,9.36,Medium,Rainy,24,81.2
1784,Street Food,1,13.69,Medium,Stormy,10,83.5
1785,Cafe,1,11.97,Low,Clear,35,84.4
1786,Casual Dining,2,8.67,Medium,Clear,23,65.8
1787,Casual Dining,3,1.61,Low,Stormy,7,35.0
1788,Fast Food,7,9.96,Low,Clear,14,61.2
1789,Street Food,4,8.14,Medium,Rainy,14,68.6
1790,Cafe,4,3.17,Low,Snowy,25,68.9
1791,Casual Dining,7,13.29,High,Rainy,6,98.3
1792,Street Food,6,5.48,Low,Snowy,34,95.9
1793,Fast Food,3,6.12,Medium,Clear,32,72.8
1794,Fine Dining,4,10.25,Medium,Clear,22,73.1
1795,Street Food,2,7.59,Low,Clear,18,56.4
1796,Street Food,5,1.79,Medium,Rainy,23,65.9
1797,Fine Dining,1,6.12,Medium,Clear,16,55.0
1798,Street Food,3,1.87,Low,Rainy,24,45.5
1799,Fast Food,1,3.27,Low,Clear,38,65.5
1800,Fast Food,5,0.6,Medium,Snowy,25,72.1
1801,Fine Dining,3,3.13,Low,Clear,23,45.1
1802,Cafe,5,5.29,Medium,Clear,39,87.8
1803,Casual Dining,4,8.3,High,Rainy,12,75.9
1804,Cafe,7,13.83,Low,Rainy,26,110.5
1805,Street Food,4,8.33,Medium,Clear,22,74.8
1806,Casual Dining,7,10.73,Medium,Stormy,12,87.7
1807,Fine Dining,4,5.69,Medium,Clear,6,50.8
1808,Fine Dining,5,11.4,Low,Clear,24,79.1
1809,Casual Dining,5,9.5,Medium,Clear,9,56.7
1810,Fast Food,5,7.17,Low,Rainy,34,74.0
1811,Casual Dining,1,3.31,Low,Clear,22,43.5
1812,Street Food,5,4.9,Medium,Rainy,27,84.8
1813,Fast Food,4,9.5,Low,Clear,6,55.8
1814,Fine Dining,2,6.68,Low,Clear,36,74.3
1815,Casual Dining,5,13.4,Low,Clear,5,74.0
1816,Cafe,2,3.91,Low,Stormy,5,42.5
1817,Cafe,7,1.56,Low,Rainy,35,70.8
1818,Street Food,4,9.05,Low,Clear,12,52.0
1819,Cafe,5,13.35,Low,Clear,7,59.0
1820,Casual Dining,1,5.79,Medium,Clear,16,43.8
1821,Casual Dining,1,9.89,Low,Rainy,38,84.1
1822,Cafe,7,3.86,Medium,Clear,29,71.2
1823,Casual Dining,2,8.6,Low,Clear,11,56.6
1824,Street Food,6,11.91,Medium,Clear,19,95.6
1825,Fast Food,1,13.07,Low,Rainy,25,85.2
1826,Street Food,1,2.02,High,Clear,29,62.6
1827,Street Food,1,5.67,Medium,Clear,20,62.9
1828,Casual Dining,4,9.77,Low,Rainy,5,61.6
1829,Fast Food,1,1.0,Low,Clear,18,35.9
1830,Casual Dining,3,10.51,Medium,Rainy,38,92.9
1831,Fine Dining,5,8.16,High,Clear,6,58.4
1832,Casual Dining,7,4.68,Medium,Clear,35,79.3
1833,Casual Dining,1,12.31,Medium,Clear,23,88.6
1834,Casual Dining,6,4.71,Low,Rainy,23,58.0
1835,Fast Food,6,14.88,Low,Clear,27,93.2
1836,Casual Dining,1,12.34,Low,Clear,34,87.6
1837,Fast Food,1,10.77,Low,Clear,21,65.2
1838,Cafe,3,1.39,Low,Clear,6,30.7
1839,Fine Dining,1,13.61,Low,Clear,15,73.2
1840,Fast Food,1,11.96,Medium,Clear,18,81.8
1841,Cafe,5,3.82,Medium,Clear,33,63.3
1842,Fast Food,6,6.19,Low,Clear,23,59.6
1843,Fast Food,3,4.4,High,Clear,32,81.8
1844,Fine Dining,6,14.77,Low,Clear,5,70.1
1845,Street Food,3,12.89,Low,Clear,9,56.8
1846,Street Food,6,13.99,Medium,Clear,38,96.2
1847,Fast Food,1,11.94,Medium,Clear,18,73.8
1848,Casual Dining,6,7.12,High,Rainy,23,83.5
1849,Cafe,6,3.48,Low,Rainy,28,57.6
1850,Casual Dining,3,3.52,Low,Clear,21,47.5
1851,Casual Dining,7,2.7,Medium,Rainy,6,49.8
1852,Fast Food,2,8.43,Low,Snowy,35,92.5
1853,Fast Food,3,13.84,Low,Clear,21,82.3
1854,Fast Food,3,14.88,Medium,Clear,12,79.4
1855,Fast Food,3,4.67,Low,Snowy,21,80.9
1856,Street Food,4,10.61,Low,Rainy,30,84.0
1857,Fast Food,7,9.16,Low,Rainy,11,65.1
1858,Street Food,4,7.59,Low,Clear,28,65.2
1859,Street Food,4,10.15,Low,Clear,34,93.7
1860,Fast Food,3,5.88,Medium,Clear,30,69.2
